1,1
2,1
3,1
4,1
5,1
8,1
24,1
37,1
43,1
71,1
89,1
95,1
135,1
138,1
148,1
149,1
150,1
160,1
164,1
167,1
194,1
200,1
216,1
220,1
232,1
235,1
238,1
246,1
250,1
267,1
283,1
301,1
308,1
316,1
330,1
333,1
341,1
342,1
349,1
356,1
361,1
377,1
379,1
387,1
399,1
415,1
421,1
423,1
425,1
427,1
439,1
446,1
452,1
453,1
458,1
467,1
468,1
492,1
496,1
499,1
502,1
505,1
511,1
520,1
527,1
531,1
538,1
541,1
546,1
557,1
577,1
584,1
585,1
593,1
594,1
596,1
601,1
603,1
605,1
612,1
614,1
615,1
617,1
623,1
624,1
632,1
634,1
635,1
637,1
638,1
639,1
649,1
652,1
657,1
660,1
663,1
667,1
678,1
679,1
682,1
687,1
688,1
693,1
704,1
706,1
714,1
720,1
723,1
726,1
729,1
734,1
738,1
748,1
750,1
754,1
755,1
772,1
774,1
779,1
781,1
783,1
785,1
786,1
788,1
792,1
794,1
797,1
798,1
805,1
812,1
817,1
823,1
825,1
827,1
828,1
830,1
831,1
832,1
853,1
854,1
859,1
860,1
865,1
869,1
873,1
882,1
883,1
884,1
885,1
892,1
894,1
895,1
897,1
901,1
903,1
908,1
909,1
915,1
918,1
919,1
922,1
925,1
928,1
929,1
931,1
933,1
935,1
937,1
939,1
942,1
943,1
944,1
945,1
948,1
952,1
953,1
960,1
961,1
962,1
963,1
964,1
965,1
967,1
968,1
970,1
971,1
973,1
977,1
981,1
983,1
984,1
985,1
986,1
987,1
988,1
989,1
991,1
992,1
993,1
995,1
996,1
998,1
1006,1
1007,1
1009,1
1010,1
1014,1
1017,1
1018,1
1019,1
1021,1
1022,1
1023,1
1024,1
1025,1
1029,1
1030,1
1031,1
1032,1
1037,1
1038,1
1044,1
1045,1
1046,1
1047,1
1049,1
1050,1
1052,1
1053,1
1054,1
1055,1
1058,1
1059,1
1060,1
1062,1
1063,1
1064,1
1065,1
1067,1
1068,1
1069,1
1070,1
1072,1
1073,1
1074,1
1075,1
1076,1
1077,1
1079,1
1083,1
1086,1
1087,1
1088,1
1089,1
1090,1
1091,1
1093,1
1094,1
1096,1
1097,1
1098,1
1099,1
1100,1
1105,1
1107,1
1108,1
1109,1
1110,1
1111,1
1112,1
1113,1
1115,1
1116,1
1117,1
1118,1
1119,1
1121,1
1123,1
1124,1
1125,1
1126,1
1127,1
1128,1
1130,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1142,1
1143,1
1144,1
1145,1
1146,1
1148,1
1151,1
1152,1
1153,1
1154,1
1156,1
1157,1
1158,1
1159,1
1163,1
1165,1
1166,1
1167,1
1168,1
1169,1
1170,1
1171,1
1172,1
1173,1
1174,1
1175,1
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,1
1184,1
1185,1
1186,1
1187,1
1188,1
1189,1
1190,1
1192,1
1194,1
1196,1
1197,1
1198,1
1199,1
1201,1
1202,1
1203,1
1204,1
1205,1
1206,1
1207,1
1208,1
1209,1
1210,1
1211,1
1212,1
1214,1
1215,1
1217,1
1218,1
1219,1
1220,1
1221,1
1223,1
1226,1
1228,1
1229,1
1230,1
1231,1
1233,1
1235,1
1236,1
1237,1
1238,1
1239,1
1241,1
1242,1
1243,1
1244,1
1245,1
1246,1
1247,1
1248,1
1249,1
1250,1
1252,1
1253,1
1254,1
1255,1
1256,1
1257,1
1258,1
1259,1
1260,1
1261,1
1262,1
1264,1
1265,1
1266,1
1268,1
1269,1
1270,1
1271,1
1273,1
1274,1
1275,1
1276,1
1277,1
1278,1
1279,1
1280,1
1,2
2,2
4,2
8,2
130,2
159,2
173,2
212,2
238,2
297,2
302,2
324,2
333,2
337,2
343,2
417,2
419,2
432,2
440,2
442,2
456,2
459,2
468,2
474,2
534,2
560,2
585,2
606,2
614,2
618,2
625,2
627,2
631,2
652,2
681,2
683,2
690,2
707,2
711,2
719,2
720,2
722,2
724,2
731,2
734,2
744,2
785,2
790,2
795,2
801,2
807,2
812,2
815,2
816,2
839,2
844,2
846,2
855,2
862,2
888,2
896,2
904,2
910,2
911,2
914,2
922,2
933,2
934,2
938,2
940,2
942,2
949,2
950,2
952,2
954,2
956,2
977,2
989,2
998,2
1000,2
1003,2
1008,2
1009,2
1011,2
1013,2
1024,2
1027,2
1028,2
1031,2
1035,2
1043,2
1046,2
1051,2
1052,2
1057,2
1062,2
1065,2
1066,2
1067,2
1068,2
1069,2
1073,2
1074,2
1077,2
1078,2
1080,2
1081,2
1082,2
1083,2
1084,2
1086,2
1088,2
1089,2
1090,2
1091,2
1092,2
1098,2
1099,2
1100,2
1102,2
1109,2
1113,2
1114,2
1115,2
1121,2
1125,2
1126,2
1127,2
1129,2
1130,2
1132,2
1136,2
1138,2
